Mach,alpha_deg,Reynolds,CA
0.8,16.0,40000,0.723
0.8,16.0,100000,0.616
0.8,16.0,500000,0.496
0.8,16.0,1000000,0.461
0.8,16.0,10000000,0.384
0.8,16.0,20000000,0.369
0.8,16.0,50000000,0.352
0.8,16.0,75000000,0.345
0.8,16.0,100000000,0.341
0.8,18.0,10000,0.973
0.8,18.0,40000,0.711
0.8,18.0,100000,0.604
0.8,18.0,500000,0.485
0.8,18.0,1000000,0.450
0.8,18.0,10000000,0.374
0.8,18.0,20000000,0.358
0.8,18.0,50000000,0.342
0.8,18.0,75000000,0.335
0.8,18.0,100000000,0.331
0.8,20.0,10000,0.955
0.8,20.0,40000,0.695
0.8,20.0,100000,0.589
0.8,20.0,500000,0.470
0.8,20.0,1000000,0.435
0.8,20.0,10000000,0.359
0.8,20.0,20000000,0.344
0.8,20.0,50000000,0.327
0.8,20.0,75000000,0.321
0.8,20.0,100000000,0.317
0.9,0.0,10000,1.349
0.9,0.0,40000,1.085
0.9,0.0,100000,0.978
0.9,0.0,500000,0.858
0.9,0.0,1000000,0.823
0.9,0.0,10000000,0.746
0.9,0.0,20000000,0.731
0.9,0.0,50000000,0.714
0.9,0.0,75000000,0.708
