Mach,alpha_deg,Reynolds,CA
1.2,14.0,70000000.0,0.838
1.2,16.0,100000.0,1.036
1.2,16.0,500000.0,0.907
1.2,16.0,1000000.0,0.868
1.2,16.0,3000000.0,0.819
1.2,16.0,5000000.0,0.816
1.2,16.0,7000000.0,0.816
1.2,16.0,10000000.0,0.816
1.2,16.0,30000000.0,0.816
1.2,16.0,40000000.0,0.816
1.2,16.0,50000000.0,0.816
1.2,16.0,70000000.0,0.816
1.2,18.0,100000.0,1.009
1.2,18.0,500000.0,0.882
1.2,18.0,1000000.0,0.843
1.2,18.0,3000000.0,0.795
1.2,18.0,5000000.0,0.793
1.2,18.0,7000000.0,0.793
1.2,18.0,10000000.0,0.793
1.2,18.0,30000000.0,0.793
1.2,18.0,40000000.0,0.793
1.2,18.0,50000000.0,0.793
1.2,18.0,70000000.0,0.793
1.2,20.0,100000.0,0.979
1.2,20.0,500000.0,0.855
1.2,20.0,1000000.0,0.816
1.2,20.0,3000000.0,0.769
1.2,20.0,5000000.0,0.767
1.2,20.0,7000000.0,0.767
1.2,20.0,10000000.0,0.767
1.2,20.0,30000000.0,0.767
1.2,20.0,40000000.0,0.767
1.2,20.0,50000000.0,0.767
1.2,20.0,70000000.0,0.767
2.0,0.0,100000.0,0.946
2.0,0.0,500000.0,0.814
2.0,0.0,1000000.0,0.775
2.0,0.0,3000000.0,0.725
2.0,0.0,5000000.0,0.708
2.0,0.0,7000000.0,0.706
2.0,0.0,10000000.0,0.706
2.0,0.0,30000000.0,0.706
2.0,0.0,40000000.0,0.706
2.0,0.0,50000000.0,0.706
2.0,0.0,70000000.0,0.706
2.0,2.0,100000.0,0.945
2.0,2.0,500000.0,0.814
2.0,2.0,1000000.0,0.774
2.0,2.0,3000000.0,0.725
2.0,2.0,5000000.0,0.707
2.0,2.0,7000000.0,0.706
2.0,2.0,10000000.0,0.706
2.0,2.0,30000000.0,0.706
2.0,2.0,40000000.0,0.706
2.0,2.0,50000000.0,0.706
2.0,2.0,70000000.0,0.706
2.0,4.0,100000.0,0.943
2.0,4.0,500000.0,0.811
2.0,4.0,1000000.0,0.772
2.0,4.0,3000000.0,0.723
2.0,4.0,5000000.0,0.705
2.0,4.0,7000000.0,0.704
2.0,4.0,10000000.0,0.704
2.0,4.0,30000000.0,0.704
2.0,4.0,40000000.0,0.704
2.0,4.0,50000000.0,0.704
2.0,4.0,70000000.0,0.704
2.0,6.0,100000.0,0.938
2.0,6.0,500000.0,0.808
2.0,6.0,1000000.0,0.768
2.0,6.0,3000000.0,0.719
2.0,6.0,5000000.0,0.701
2.0,6.0,7000000.0,0.7
2.0,6.0,10000000.0,0.7
2.0,6.0,30000000.0,0.7
2.0,6.0,40000000.0,0.7
2.0,6.0,50000000.0,0.7
2.0,6.0,70000000.0,0.7
2.0,8.0,100000.0,0.932
2.0,8.0,500000.0,0.802
2.0,8.0,1000000.0,0.763
2.0,8.0,3000000.0,0.714
2.0,8.0,5000000.0,0.697
2.0,8.0,7000000.0,0.696
2.0,8.0,10000000.0,0.696
2.0,8.0,30000000.0,0.696
